geoid,tract_2020,tract_name,total_pop_2010,black_pop_2010,pct_black_2010_percent,total_pop_2020,black_pop_2020,pct_black_2020_percent,black_pop_change,pct_black_change_pp,total_pop_2010_redistrict,black_pop_2010_redistrict,pct_black_2010_percent_redistrict,total_pop_2020_redistrict,black_pop_2020_redistrict,pct_black_2020_percent_redistrict,black_pop_change_redistrict,pct_black_change_pp_redistrict,tract_2010,n_geoid_2010_parents,tract_2010_norm,tract_2020_norm,civilian_labor_force_2010,employed_2010,in_labor_force_2010,population_16_years_and_over_2010,unemployed_2010,civilian_labor_force_2020,employed_2020,in_labor_force_2020,population_16_years_and_over_2020,unemployed_2020,no_2010_baseline,emp_change,lf_change,black_pop_change_used,pct_black_change_pp_used,z_black_disp,z_pct_black_disp,z_emp,z_lf,gri_raw,gri_z,gri_pct,gri_tier,dc_ward,quadrant,missing_gri_data
11001009602,96.02,Census Tract 96.02; District of Columbia; District of Columbia,3280.0,3166.0,96.52,4481,4137,92.32,971.0,-4.2,3280.0,3166.0,96.52,4481,4137,92.32,971.0,-4.2,96.02,1,96.02,96.02,1143.333,801.5,1048.5,2213.0,339.0,1565.667,1010.5,1460.5,2945.0,526.0,False,209.0,412.0,971.0,-4.2,-2.745,-0.59,-0.358,0.269,-3.424,-1.139,0.13,Very Low,7,NE,False
11001009603,96.03,Census Tract 96.03; District of Columbia; District of Columbia,3373.0,3236.0,95.94,3971,3439,86.6,203.0,-9.34,3373.0,3236.0,95.94,3971,3439,86.6,203.0,-9.34,96.03,1,96.03,96.03,1355.667,1036.5,1241.5,2466.0,311.0,1787.0,1299.5,1647.0,3546.0,413.0,False,263.0,405.5,203.0,-9.34,-0.827,-0.069,-0.196,0.249,-0.843,-0.28,0.409,Low,7,NE,False
11001009604,96.04,Census Tract 96.04; District of Columbia; District of Columbia,1962.0,1865.0,95.06,1996,1653,82.82,-212.0,-12.24,1962.0,1865.0,95.06,1996,1653,82.82,-212.0,-12.24,96.04,1,96.04,96.04,892.0,751.5,843.0,1689.0,111.0,1202.667,1000.5,1125.5,1870.0,135.0,False,249.0,282.5,-212.0,-12.24,0.209,0.225,-0.238,-0.125,0.071,0.024,0.565,Moderate,7,NE,False
11001009700,97.0,Census Tract 97; District of Columbia; District of Columbia,3177.0,3098.0,97.51,3188,3018,94.67,-80.0,-2.84,3177.0,3098.0,97.51,3188,3018,94.67,-80.0,-2.84,97.0,1,97.0,97.0,1080.0,783.0,1002.5,1862.0,267.0,1391.333,1106.5,1302.0,2494.0,269.0,False,323.5,299.5,-80.0,-2.84,-0.12,-0.727,-0.014,-0.074,-0.936,-0.311,0.383,Low,8,SE,False
11001009801,98.01,Census Tract 98.01; District of Columbia; District of Columbia,1575.0,1526.0,96.89,1848,1741,94.21,215.0,-2.68,1575.0,1526.0,96.89,1848,1741,94.21,215.0,-2.68,98.01,1,98.01,98.01,533.333,294.0,493.0,943.0,226.0,556.667,375.0,510.0,1599.0,186.0,False,81.0,17.0,215.0,-2.68,-0.857,-0.744,-0.743,-0.933,-3.277,-1.09,0.149,Very Low,8,SE,False
11001009802,98.02,Census Tract 98.02; District of Columbia; District of Columbia,1693.0,1665.0,98.35,2064,1961,95.01,296.0,-3.34,1693.0,1665.0,98.35,2064,1961,95.01,296.0,-3.34,98.02,1,98.02,98.02,349.667,288.5,325.0,843.0,42.0,536.0,339.0,507.0,1587.0,210.0,False,50.5,182.0,296.0,-3.34,-1.059,-0.677,-0.835,-0.431,-3.002,-0.998,0.169,Very Low,8,SE,False
11001009803,98.03,Census Tract 98.03; District of Columbia; District of Columbia,2758.0,2684.0,97.32,2968,2689,90.6,5.0,-6.72,2758.0,2684.0,97.32,2968,2689,90.6,5.0,-6.72,98.03,1,98.03,98.03,944.333,607.5,877.0,1816.0,334.0,1254.333,919.5,1151.0,2442.0,291.0,False,312.0,274.0,5.0,-6.72,-0.332,-0.334,-0.049,-0.151,-0.867,-0.288,0.403,Low,8,SE,False
11001009804,98.04,Census Tract 98.04; District of Columbia; District of Columbia,2473.0,2369.0,95.79,2517,2258,89.71,-111.0,-6.08,2473.0,2369.0,95.79,2517,2258,89.71,-111.0,-6.08,98.04,1,98.04,98.04,920.667,658.5,846.0,2067.0,239.0,1180.667,925.5,1102.0,1944.0,223.0,False,267.0,256.0,-111.0,-6.08,-0.043,-0.399,-0.184,-0.206,-0.832,-0.277,0.416,Low,8,SE,False
11001009807,98.07,Census Tract 98.07; District of Columbia; District of Columbia,3072.0,2937.0,95.61,3523,3245,92.11,308.0,-3.5,3072.0,2937.0,95.61,3523,3245,92.11,308.0,-3.5,98.07,1,98.07,98.07,1489.0,1113.0,1345.5,2636.0,358.0,1413.333,1132.0,1271.0,2794.0,206.0,False,19.0,-74.5,308.0,-3.5,-1.089,-0.661,-0.929,-1.212,-3.891,-1.294,0.065,Very Low,8,SW,False
11001009810,98.1,Census Tract 98.10; District of Columbia; District of Columbia,2507.0,2456.0,97.97,2461,2304,93.62,-152.0,-4.35,2507.0,2456.0,97.97,2461,2304,93.62,-152.0,-4.35,98.1,1,98.1,98.1,802.667,677.0,746.0,1698.0,111.0,1269.0,945.5,1102.5,2236.0,273.0,False,268.5,356.5,-152.0,-4.35,0.06,-0.574,-0.18,0.1,-0.594,-0.198,0.455,Low,8,SE,False
11001009811,98.11,Census Tract 98.11; District of Columbia; District of Columbia,4365.0,4246.0,97.27,4438,4225,95.2,-21.0,-2.07,4365.0,4246.0,97.27,4438,4225,95.2,-21.0,-2.07,98.11,1,98.11,98.11,1175.667,780.0,1089.0,2309.0,347.0,1734.0,1199.5,1616.5,3045.0,465.0,False,419.5,527.5,-21.0,-2.07,-0.268,-0.805,0.274,0.62,-0.179,-0.059,0.513,Moderate,8,SE,False
11001009901,99.01,Census Tract 99.01; District of Columbia; District of Columbia,2249.0,2094.0,93.11,2364,1986,84.01,-108.0,-9.1,2249.0,2094.0,93.11,2364,1986,84.01,-108.0,-9.1,99.01,1,99.01,99.01,1006.0,880.5,928.5,1804.0,73.0,979.667,843.0,863.5,2233.0,20.0,False,-37.5,-65.0,-108.0,-9.1,-0.05,-0.093,-1.099,-1.183,-2.425,-0.807,0.227,Very Low,7,SE,False
11001009902,99.02,Census Tract 99.02; District of Columbia; District of Columbia,2905.0,2813.0,96.83,2774,2562,92.36,-251.0,-4.47,2905.0,2813.0,96.83,2774,2562,92.36,-251.0,-4.47,99.02,1,99.02,99.02,1249.333,939.0,1151.5,2315.0,325.0,1702.0,1405.0,1516.0,2929.0,191.0,False,466.0,364.5,-251.0,-4.47,0.307,-0.562,0.414,0.124,0.283,0.094,0.584,Moderate,7,SE,False
11001009903,99.03,Census Tract 99.03; District of Columbia; District of Columbia,1851.0,1774.0,95.84,2004,1843,91.97,69.0,-3.87,1851.0,1774.0,95.84,2004,1843,91.97,69.0,-3.87,99.03,1,99.03,99.03,502.0,346.5,440.5,1066.0,123.0,1271.667,850.5,1135.5,2069.0,489.0,False,504.0,695.0,69.0,-3.87,-0.492,-0.623,0.528,1.13,0.543,0.181,0.643,Moderate,7,SE,False
11001009904,99.04,Census Tract 99.04; District of Columbia; District of Columbia,2243.0,2055.0,91.62,2886,2504,86.76,449.0,-4.86,2243.0,2055.0,91.62,2886,2504,86.76,449.0,-4.86,99.04,1,99.04,99.04,705.0,519.5,635.5,1184.0,118.0,1288.333,1060.0,1184.5,2043.0,146.0,False,540.5,549.0,449.0,-4.86,-1.441,-0.523,0.637,0.686,-0.641,-0.213,0.448,Low,7,SE,False
11001009905,99.05,Census Tract 99.05; District of Columbia; District of Columbia,2795.0,2676.0,95.74,2790,2557,91.65,-119.0,-4.09,2795.0,2676.0,95.74,2790,2557,91.65,-119.0,-4.09,99.05,1,99.05,99.05,1069.667,763.5,973.5,1970.0,281.0,1051.667,778.0,957.5,2095.0,213.0,False,14.5,-16.0,-119.0,-4.09,-0.023,-0.601,-0.943,-1.034,-2.6,-0.865,0.195,Very Low,7,SE,False
11001009906,99.06,Census Tract 99.06; District of Columbia; District of Columbia,1296.0,1241.0,95.76,1773,1547,87.25,306.0,-8.51,1296.0,1241.0,95.76,1773,1547,87.25,306.0,-8.51,99.06,1,99.06,99.06,735.667,558.5,650.5,1332.0,164.0,630.0,482.0,575.0,1565.0,143.0,False,-76.5,-75.5,306.0,-8.51,-1.084,-0.153,-1.216,-1.215,-3.668,-1.22,0.091,Very Low,7,SE,False
11001009907,99.07,Census Tract 99.07; District of Columbia; District of Columbia,2836.0,2763.0,97.43,2259,2127,94.16,-636.0,-3.27,2836.0,2763.0,97.43,2259,2127,94.16,-636.0,-3.27,99.07,1,99.07,99.07,955.667,719.0,892.0,1745.0,195.0,1337.333,1011.0,1211.5,2185.0,220.0,False,292.0,319.5,-636.0,-3.27,1.268,-0.684,-0.109,-0.013,0.463,0.154,0.63,Moderate,7,SE,False
11001010100,101.0,Census Tract 101; District of Columbia; District of Columbia,2621.0,393.0,14.99,2699,388,14.38,-5.0,-0.61,2621.0,393.0,14.99,2699,388,14.38,-5.0,-0.61,101.0,1,101.0,101.0,1363.333,1195.5,1224.5,2061.0,40.0,1860.333,1617.0,1699.0,2714.0,80.0,False,421.5,474.5,-5.0,-0.61,-0.307,-0.953,0.28,0.459,-0.522,-0.174,0.468,Low,2,NW,False
11001010201,102.01,Census Tract 102.01; District of Columbia; District of Columbia,,,,3341,853,25.53,,,,,,3341,853,25.53,,,102.01,0,102.01,102.01,,,,,,1441.667,1235.5,1287.5,2158.0,82.0,True,,,,,,,,,,,,,6,SW,True
11001010202,102.02,Census Tract 102.02; District of Columbia; District of Columbia,,,,2631,647,24.59,,,,,,2631,647,24.59,,,102.02,0,102.02,102.02,,,,,,924.333,855.0,865.5,1445.0,0.0,True,,,,,,,,,,,,,6,SW,True
11001010300,103.0,Census Tract 103; District of Columbia; District of Columbia,3187.0,1915.0,60.09,3604,1865,51.75,-50.0,-8.34,3187.0,1915.0,60.09,3604,1865,51.75,-50.0,-8.34,103.0,1,103.0,103.0,1717.667,1420.0,1763.5,2879.0,179.0,2322.333,2009.5,2107.0,3675.0,82.0,False,589.5,343.5,-50.0,-8.34,-0.195,-0.17,0.785,0.06,0.48,0.16,0.636,Moderate,4,NW,False
11001010400,104.0,Census Tract 104; District of Columbia; District of Columbia,4365.0,4115.0,94.27,4616,4246,91.98,131.0,-2.29,4365.0,4115.0,94.27,4616,4246,91.98,131.0,-2.29,104.0,1,104.0,104.0,1882.333,1173.0,1826.5,3839.0,745.0,2488.667,2003.5,2338.5,3974.0,461.0,False,830.5,512.0,131.0,-2.29,-0.647,-0.783,1.509,0.573,0.652,0.217,0.662,Moderate,8,SE,False
11001010500,105.0,Census Tract 105; District of Columbia; District of Columbia,3410.0,1888.0,55.37,3712,1553,41.84,-335.0,-13.53,3410.0,1888.0,55.37,3712,1553,41.84,-335.0,-13.53,105.0,1,105.0,105.0,2515.0,2077.0,2265.5,3871.0,235.0,2354.333,2077.5,2111.0,3577.0,40.0,False,0.5,-154.5,-335.0,-13.53,0.517,0.356,-0.985,-1.455,-1.568,-0.521,0.318,Low,6,SW,False
11001010601,106.01,Census Tract 106.01; District of Columbia; District of Columbia,,,,2130,503,23.62,,,,,,2130,503,23.62,,,106.01,0,106.01,106.01,,,,,,1237.333,1112.0,1119.5,1746.0,0.0,True,,,,,,,,,,,,,6,NE,True
11001010602,106.02,Census Tract 106.02; District of Columbia; District of Columbia,,,,6594,1549,23.49,,,,,,6594,1549,23.49,,,106.02,0,106.02,106.02,,,,,,3146.667,2810.0,2850.5,4738.0,17.0,True,,,,,,,,,,,,,6,NE,True
11001010603,106.03,Census Tract 106.03; District of Columbia; District of Columbia,,,,3068,546,17.8,,,,,,3068,546,17.8,,,106.03,0,106.03,106.03,,,,,,1549.667,1445.5,1462.5,1863.0,25.0,True,,,,,,,,,,,,,6,NE,True
11001010700,107.0,Census Tract 107; District of Columbia; District of Columbia,1838.0,89.0,4.84,2296,140,6.1,51.0,1.26,1838.0,89.0,4.84,2296,140,6.1,51.0,1.26,107.0,1,107.0,107.0,1158.0,1020.5,1066.0,1863.0,62.0,1144.0,999.5,1042.5,1751.0,58.0,False,-21.0,-23.5,51.0,1.26,-0.447,-1.143,-1.049,-1.057,-3.696,-1.229,0.084,Very Low,2,NW,False
11001010800,108.0,Census Tract 108; District of Columbia; District of Columbia,6408.0,279.0,4.35,6879,657,9.55,378.0,5.2,6408.0,279.0,4.35,6879,657,9.55,378.0,5.2,108.0,1,108.0,108.0,1309.333,1155.0,1221.5,6818.0,97.0,1952.0,1659.0,1801.0,6330.0,185.0,False,504.0,579.5,378.0,5.2,-1.264,-1.542,0.528,0.779,-1.5,-0.499,0.331,Low,2,NW,False
11001010900,109.0,Census Tract 109; District of Columbia; District of Columbia,3211.0,3055.0,95.14,3333,3055,91.66,0.0,-3.48,3211.0,3055.0,95.14,3333,3055,91.66,0.0,-3.48,109.0,1,109.0,109.0,1039.0,705.0,961.0,2355.0,275.0,1365.333,1123.5,1233.5,2522.0,172.0,False,418.5,272.5,0.0,-3.48,-0.32,-0.663,0.271,-0.156,-0.867,-0.288,0.396,Low,8,SW,False
11001011001,110.01,Census Tract 110.01; District of Columbia; District of Columbia,,,,2423,941,38.84,,,,,,2423,941,38.84,,,110.01,0,110.01,110.01,,,,,,1534.667,1386.5,1396.5,2310.0,10.0,True,,,,,,,,,,,,,6,SW,True
11001011002,110.02,Census Tract 110.02; District of Columbia; District of Columbia,,,,1859,361,19.42,,,,,,1859,361,19.42,,,110.02,0,110.02,110.02,,,,,,1040.667,836.5,976.0,1760.0,130.0,True,,,,,,,,,,,,,6,SW,True
11001011100,111.0,Census Tract 111; District of Columbia; District of Columbia,4859.0,4192.0,86.27,5903,4446,75.32,254.0,-10.95,4859.0,4192.0,86.27,5903,4446,75.32,254.0,-10.95,111.0,1,111.0,111.0,1710.333,1319.5,1543.0,3717.0,344.0,2036.667,1587.0,1813.5,4438.0,350.0,False,267.5,270.5,254.0,-10.95,-0.954,0.095,-0.183,-0.162,-1.204,-0.401,0.364,Low,5,NE,False
11001980000,9800.0,Census Tract 9800; District of Columbia; District of Columbia,,,,176,114,64.77,,,,,,176,114,64.77,,,9800.0,0,9800.0,9800.0,,,,,,8.667,6.5,6.5,13.0,0.0,True,,,,,,,,,,,,,2,SW,True
